province;red;green;blue;x;y
3406;192;193;61;Prov3406;x
3407;9;169;17;Prov3407;x
3408;224;97;40;Prov3408;x
3409;209;148;61;Prov3409;x
3410;249;186;53;Prov3410;x
3411;61;126;237;Prov3411;x
3412;11;121;118;Prov3412;x
3413;187;95;98;Prov3413;x
3414;248;8;165;Prov3414;x
3415;8;107;13;Prov3415;x
3416;176;108;14;Prov3416;x
3417;242;228;174;Prov3417;x
3418;129;109;205;Prov3418;x
3419;125;55;142;Prov3419;x
3420;40;100;180;Prov3420;x
3421;99;180;203;Prov3421;x
3422;49;84;73;Prov3422;x
3423;107;65;228;Prov3423;x
3424;113;69;84;Prov3424;x
3425;122;222;92;Prov3425;x
3426;105;133;168;Prov3426;x
3427;88;248;9;Prov3427;x
3428;130;174;223;Prov3428;x
3429;202;67;167;Prov3429;x
3430;47;133;250;Prov3430;x
3431;176;156;65;Prov3431;x
3432;88;144;104;Prov3432;x
3433;52;178;191;Prov3433;x
3434;104;245;45;Prov3434;x
3435;245;62;192;Prov3435;x
3436;175;213;37;Prov3436;x
3437;104;106;80;Prov3437;x
3438;28;75;94;Prov3438;x
3439;188;177;115;Prov3439;x
3440;119;157;197;Prov3440;x
3441;162;180;208;Prov3441;x
3442;110;55;141;Prov3442;x
3443;189;219;20;Prov3443;x
3444;35;237;194;Prov3444;x
3445;171;185;53;Prov3445;x
3446;70;47;84;Prov3446;x
3447;136;215;215;Prov3447;x
3448;225;81;158;Prov3448;x
3449;208;103;146;Prov3449;x
3450;43;115;23;Prov3450;x
3451;133;213;121;Prov3451;x
3452;93;61;53;Prov3452;x
3453;191;184;85;Prov3453;x
3454;77;8;194;Prov3454;x
3455;114;27;113;Prov3455;x
3456;8;159;178;Prov3456;x
3457;96;140;206;Prov3457;x
3458;109;56;126;Prov3458;x
3459;234;213;12;Prov3459;x
3460;52;4;131;Prov3460;x
3461;195;34;139;Prov3461;x
3462;237;42;142;Prov3462;x
3463;62;170;215;Prov3463;x
3464;197;228;239;Prov3464;x
3465;200;148;17;Prov3465;x
3466;103;251;153;Prov3466;x
3467;219;176;184;Prov3467;x
3468;156;27;203;Prov3468;x
3469;121;212;183;Prov3469;x
3470;66;162;222;Prov3470;x
3471;213;247;119;Prov3471;x
3472;36;82;101;Prov3472;x
3473;132;187;13;Prov3473;x
3474;200;102;23;Prov3474;x
3475;22;19;107;Prov3475;x
3476;6;7;27;Prov3476;x
3477;112;144;223;Prov3477;x
3478;246;18;101;Prov3478;x
3479;137;52;90;Prov3479;x
3480;12;88;37;Prov3480;x
3481;147;214;49;Prov3481;x
3482;195;193;70;Prov3482;x
3483;227;135;87;Prov3483;x
3484;78;144;205;Prov3484;x
3485;156;253;156;Prov3485;x
3486;141;235;173;Prov3486;x
3487;107;219;4;Prov3487;x
3488;6;92;236;Prov3488;x
3489;90;139;38;Prov3489;x
3490;110;25;75;Prov3490;x
3491;85;143;26;Prov3491;x
3492;251;244;231;Prov3492;x
3493;157;84;171;Prov3493;x
3494;157;196;150;Prov3494;x
3495;103;11;18;Prov3495;x
3496;151;169;192;Prov3496;x
3497;252;68;25;Prov3497;x
3498;77;254;10;Prov3498;x
3499;80;7;97;Prov3499;x
3500;182;94;120;Prov3500;x
3501;213;101;89;Prov3501;x
3502;162;42;155;Prov3502;x
3503;13;202;10;Prov3503;x
3504;142;237;10;Prov3504;x
3505;65;229;227;Prov3505;x
3506;196;44;201;Prov3506;x
3507;138;3;242;Prov3507;x
3508;140;172;172;Prov3508;x
3509;95;89;186;Prov3509;x
3510;210;33;35;Prov3510;x
3511;26;226;100;Prov3511;x
3512;81;39;44;Prov3512;x
3513;57;221;252;Prov3513;x
3514;243;1;213;Prov3514;x
3515;124;235;84;Prov3515;x
3516;249;235;8;Prov3516;x
3517;101;44;123;Prov3517;x
3518;97;75;14;Prov3518;x
3519;75;147;233;Prov3519;x
3520;103;34;250;Prov3520;x
3521;17;234;128;Prov3521;x
3522;68;243;57;Prov3522;x
3523;174;22;85;Prov3523;x
3524;97;16;11;Prov3524;x
3525;205;80;124;Prov3525;x
3526;162;24;43;Prov3526;x
3527;132;107;237;Prov3527;x
3528;144;130;140;Prov3528;x
3529;178;148;148;Prov3529;x
3530;14;195;94;Prov3530;x
3531;77;183;155;Prov3531;x
3532;104;254;166;Prov3532;x
3533;57;2;225;Prov3533;x
3534;227;67;56;Prov3534;x
3535;171;59;100;Prov3535;x
3536;171;251;207;Prov3536;x
3537;98;7;217;Prov3537;x
3538;170;235;162;Prov3538;x
3539;41;212;110;Prov3539;x
3540;52;177;159;Prov3540;x
3541;68;69;136;Prov3541;x
3542;98;118;212;Prov3542;x
3543;254;37;232;Prov3543;x
3544;8;88;220;Prov3544;x
3545;189;182;209;Prov3545;x
3546;125;5;98;Prov3546;x
3547;49;195;107;Prov3547;x
3548;182;91;11;Prov3548;x
3549;91;197;108;Prov3549;x
3550;129;33;64;Prov3550;x
3551;96;28;228;Prov3551;x
3552;216;9;164;Prov3552;x
3553;3;205;174;Prov3553;x
3554;200;43;124;Prov3554;x
3555;196;41;72;Prov3555;x
3556;224;84;43;Prov3556;x
3557;87;27;80;Prov3557;x
3558;152;26;7;Prov3558;x
3559;27;46;244;Prov3559;x
3560;164;146;17;Prov3560;x
3561;215;178;156;Prov3561;x
3562;178;191;52;Prov3562;x
3563;237;105;173;Prov3563;x
3564;162;189;189;Prov3564;x
3565;6;177;153;Prov3565;x
3566;184;187;115;Prov3566;x
3567;131;134;212;Prov3567;x
3568;241;195;89;Prov3568;x
3569;39;188;166;Prov3569;x
3570;117;178;226;Prov3570;x
3571;220;155;172;Prov3571;x
3572;174;19;208;Prov3572;x
3573;146;248;222;Prov3573;x
3574;60;192;70;Prov3574;x
3575;127;202;78;Prov3575;x
3576;4;255;184;Prov3576;x
3577;57;174;141;Prov3577;x
3578;150;13;76;Prov3578;x
3579;239;72;20;Prov3579;x
3580;205;93;169;Prov3580;x
3581;131;38;170;Prov3581;x
3582;209;148;155;Prov3582;x
3583;61;150;127;Prov3583;x
3584;128;213;19;Prov3584;x
3585;158;172;99;Prov3585;x
3586;132;250;93;Prov3586;x
3587;197;233;83;Prov3587;x
3588;80;249;251;Prov3588;x
3589;136;55;117;Prov3589;x
3590;38;80;185;Prov3590;x
3591;51;209;21;Prov3591;x
3592;102;237;189;Prov3592;x
3593;176;183;124;Prov3593;x
3594;123;141;247;Prov3594;x
3595;11;19;45;Prov3595;x
3596;186;201;173;Prov3596;x
3597;69;218;165;Prov3597;x
3598;142;198;119;Prov3598;x
3599;152;145;210;Prov3599;x
3600;183;156;83;Prov3600;x
3601;93;114;76;Prov3601;x
3602;201;158;104;Prov3602;x
3603;19;69;251;Prov3603;x
3604;115;6;95;Prov3604;x
3605;227;172;31;Prov3605;x
3606;149;107;167;Prov3606;x
3607;178;180;67;Prov3607;x
3608;87;45;41;Prov3608;x
3609;126;84;229;Prov3609;x
3610;168;108;110;Prov3610;x
3611;113;205;195;Prov3611;x
3612;41;168;142;Prov3612;x
3613;46;75;51;Prov3613;x
3614;91;109;229;Prov3614;x
3615;95;81;244;Prov3615;x
3616;29;78;233;Prov3616;x
3617;142;129;96;Prov3617;x
3618;240;32;173;Prov3618;x
3619;166;205;107;Prov3619;x
3620;17;27;211;Prov3620;x
3621;154;32;111;Prov3621;x
3622;245;211;212;Prov3622;x
3623;117;197;3;Prov3623;x
3624;248;44;17;Prov3624;x
3625;255;154;179;Prov3625;x
3626;251;136;227;Prov3626;x
3627;84;74;75;Prov3627;x
3628;46;35;235;Prov3628;x
3629;87;17;125;Prov3629;x
3630;240;145;23;Prov3630;x
3631;151;31;97;Prov3631;x
3632;225;247;18;Prov3632;x
3633;115;128;209;Prov3633;x
3634;234;124;252;Prov3634;x
3635;158;24;183;Prov3635;x
3636;136;15;186;Prov3636;x
3637;118;78;90;Prov3637;x
3638;109;159;205;Prov3638;x
3639;196;67;197;Prov3639;x
3640;191;203;250;Prov3640;x
3641;133;98;136;Prov3641;x
3642;109;249;73;Prov3642;x
3643;198;161;11;Prov3643;x
3644;158;107;113;Prov3644;x
3645;64;45;228;Prov3645;x
3646;176;192;155;Prov3646;x
3647;101;147;254;Prov3647;x
3648;120;93;238;Prov3648;x
3649;205;41;27;Prov3649;x
3650;152;106;80;Prov3650;x
3651;110;112;75;Prov3651;x
3652;98;130;242;Prov3652;x
3653;98;13;210;Prov3653;x
3654;185;147;15;Prov3654;x
3655;122;22;115;Prov3655;x
3656;84;190;137;Prov3656;x
3657;232;179;7;Prov3657;x
3658;166;66;154;Prov3658;x
3659;145;79;68;Prov3659;x
3660;27;57;13;Prov3660;x
3661;214;124;63;Prov3661;x
3662;45;201;118;Prov3662;x
3663;135;182;90;Prov3663;x
3664;233;209;224;Prov3664;x
3665;101;127;193;Prov3665;x
3666;42;156;17;Prov3666;x
3667;118;60;194;Prov3667;x
3668;64;218;6;Prov3668;x
3669;23;16;212;Prov3669;x
3670;180;109;229;Prov3670;x
3671;103;218;207;Prov3671;x
3672;247;15;161;Prov3672;x
3673;39;86;170;Prov3673;x
3674;193;79;173;Prov3674;x
3675;81;46;248;Prov3675;x
3676;173;111;13;Prov3676;x
3677;6;243;115;Prov3677;x
3678;5;100;227;Prov3678;x
3679;124;219;174;Prov3679;x
3680;29;24;152;Prov3680;x
3681;34;199;86;Prov3681;x
3682;174;209;67;Prov3682;x
3683;78;36;196;Prov3683;x
3684;48;101;58;Prov3684;x
3685;199;204;23;Prov3685;x
3686;163;3;59;Prov3686;x
3687;30;99;134;Prov3687;x
3688;167;247;12;Prov3688;x
3689;89;80;34;Prov3689;x
3690;147;15;153;Prov3690;x
3691;105;30;112;Prov3691;x
3692;141;59;245;Prov3692;x
3693;136;205;67;Prov3693;x
3694;114;190;37;Prov3694;x
3695;40;90;191;Prov3695;x
3696;130;49;47;Prov3696;x
3697;69;6;32;Prov3697;x
3698;211;222;149;Prov3698;x
3699;77;19;233;Prov3699;x
3700;188;114;36;Prov3700;x
3701;204;250;62;Prov3701;x
3702;212;113;247;Prov3702;x
3703;189;137;242;Prov3703;x
3704;1;140;224;Prov3704;x
3705;91;214;43;Prov3705;x
3706;171;242;100;Prov3706;x
3707;22;197;76;Prov3707;x
3708;180;201;39;Prov3708;x
3709;244;174;126;Prov3709;x
3710;193;11;148;Prov3710;x
3711;32;120;52;Prov3711;x
3712;107;139;181;Prov3712;x
3713;67;64;130;Prov3713;x
3714;16;232;203;Prov3714;x
3715;230;50;205;Prov3715;x
3716;237;191;126;Prov3716;x
3717;192;77;186;Prov3717;x
3718;71;249;178;Prov3718;x
3719;69;8;96;Prov3719;x
3720;223;79;76;Prov3720;x
3721;34;246;219;Prov3721;x
3722;80;90;247;Prov3722;x
3723;202;175;137;Prov3723;x
3724;100;200;25;Prov3724;x
3725;250;134;101;Prov3725;x
3726;190;31;177;Prov3726;x
3727;209;9;93;Prov3727;x
3728;111;154;246;Prov3728;x
3729;21;225;132;Prov3729;x
3730;81;182;57;Prov3730;x
3731;230;151;106;Prov3731;x
3732;201;107;76;Prov3732;x
3733;91;235;3;Prov3733;x
3734;191;236;58;Prov3734;x
3735;193;148;129;Prov3735;x
3736;154;27;3;Prov3736;x
3737;231;148;124;Prov3737;x
3738;155;75;127;Prov3738;x
3739;245;42;53;Prov3739;x
3740;162;101;85;Prov3740;x
3741;230;153;236;Prov3741;x
3742;61;197;69;Prov3742;x
3743;229;241;206;Prov3743;x
3744;206;35;21;Prov3744;x
3745;184;58;49;Prov3745;x
3746;44;97;228;Prov3746;x
3747;178;56;183;Prov3747;x
3748;174;14;161;Prov3748;x
3749;146;149;211;Prov3749;x
3750;235;121;156;Prov3750;x
3751;35;229;47;Prov3751;x
3752;112;242;203;Prov3752;x
3753;188;137;80;Prov3753;x
3754;18;103;202;Prov3754;x
3755;93;78;27;Prov3755;x
3756;34;238;183;Prov3756;x
3757;226;41;209;Prov3757;x
3758;254;136;158;Prov3758;x
3759;123;216;138;Prov3759;x
3760;55;50;142;Prov3760;x
3761;127;170;169;Prov3761;x
3762;13;181;135;Prov3762;x
3763;137;231;128;Prov3763;x
3764;60;113;9;Prov3764;x
3765;80;197;134;Prov3765;x
3766;250;232;228;Prov3766;x
3767;90;99;200;Prov3767;x
3768;44;103;193;Prov3768;x
3769;10;148;176;Prov3769;x
3770;165;177;40;Prov3770;x
3771;45;208;90;Prov3771;x
3772;34;235;91;Prov3772;x
3773;109;79;185;Prov3773;x
3774;91;16;205;Prov3774;x
3775;111;209;139;Prov3775;x
3776;230;98;246;Prov3776;x
3777;163;206;182;Prov3777;x
3778;87;114;195;Prov3778;x
3779;48;170;10;Prov3779;x
3780;55;245;98;Prov3780;x
3781;17;115;78;Prov3781;x
3782;190;128;145;Prov3782;x
3783;157;232;53;Prov3783;x
3784;116;11;245;Prov3784;x
3785;244;130;168;Prov3785;x
3786;44;99;99;Prov3786;x
3787;241;21;166;Prov3787;x
3788;107;217;148;Prov3788;x
3789;217;107;172;Prov3789;x
3790;197;181;157;Prov3790;x
3791;81;90;204;Prov3791;x
3792;193;45;196;Prov3792;x
3793;223;181;47;Prov3793;x
3794;60;25;151;Prov3794;x
3795;125;74;170;Prov3795;x
3796;127;207;141;Prov3796;x
3797;162;151;130;Prov3797;x
3798;163;176;148;Prov3798;x
3799;38;29;219;Prov3799;x
3800;155;40;162;Prov3800;x
3801;26;82;9;Prov3801;x
3802;74;32;175;Prov3802;x
3803;18;122;149;Prov3803;x
3804;97;214;68;Prov3804;x
3805;79;222;92;Prov3805;x
3806;244;173;48;Prov3806;x
3807;35;14;255;Prov3807;x
3808;169;7;160;Prov3808;x
3809;114;67;152;Prov3809;x
3810;46;213;200;Prov3810;x
3811;241;168;68;Prov3811;x
3812;165;205;35;Prov3812;x
3813;254;168;36;Prov3813;x
3814;59;147;252;Prov3814;x
3815;84;62;238;Prov3815;x
3816;186;9;49;Prov3816;x
3817;92;243;165;Prov3817;x
3818;87;41;25;Prov3818;x
3819;251;14;224;Prov3819;x
3820;104;139;229;Prov3820;x
3821;77;161;151;Prov3821;x
3822;60;230;17;Prov3822;x
3823;187;132;33;Prov3823;x
3824;54;96;180;Prov3824;x
3825;178;84;238;Prov3825;x
3826;32;189;18;Prov3826;x
3827;13;72;165;Prov3827;x
3828;5;70;85;Prov3828;x
3829;247;137;57;Prov3829;x
3830;217;56;122;Prov3830;x
3831;97;6;149;Prov3831;x
3832;6;185;88;Prov3832;x
3833;80;35;175;Prov3833;x
3834;54;231;4;Prov3834;x
3835;159;34;169;Prov3835;x
3836;146;164;103;Prov3836;x
3837;47;179;196;Prov3837;x
3838;116;205;215;Prov3838;x
3839;131;76;213;Prov3839;x
3840;29;247;20;Prov3840;x
3841;78;26;234;Prov3841;x
3842;209;187;68;Prov3842;x
3843;208;120;126;Prov3843;x
3844;218;60;35;Prov3844;x
3845;174;47;222;Prov3845;x
3846;245;141;189;Prov3846;x
3847;97;84;161;Prov3847;x
3848;249;143;252;Prov3848;x
3849;212;64;43;Prov3849;x
3850;71;226;14;Prov3850;x
3851;71;77;31;Prov3851;x
3852;163;124;67;Prov3852;x
3853;43;25;218;Prov3853;x
3854;65;7;191;Prov3854;x
3855;155;113;43;Prov3855;x
3856;56;255;135;Prov3856;x
3857;144;111;3;Prov3857;x
3858;199;134;88;Prov3858;x
3859;34;117;85;Prov3859;x
3860;56;133;124;Prov3860;x
3861;49;178;111;Prov3861;x
3862;136;149;206;Prov3862;x
3863;195;183;207;Prov3863;x
3864;227;111;6;Prov3864;x
3865;238;51;175;Prov3865;x
3866;170;75;111;Prov3866;x
3867;45;51;86;Prov3867;x
3868;130;175;219;Prov3868;x
3869;115;192;21;Prov3869;x
3870;86;85;17;Prov3870;x
3871;138;127;152;Prov3871;x
3872;89;54;194;Prov3872;x
3873;72;86;255;Prov3873;x
3874;29;184;61;Prov3874;x
3875;115;9;27;Prov3875;x
3876;79;143;177;Prov3876;x
3877;136;94;1;Prov3877;x
3878;241;237;105;Prov3878;x
3879;33;94;193;Prov3879;x
3880;125;94;214;Prov3880;x
3881;231;1;90;Prov3881;x
3882;147;13;190;Prov3882;x
3883;65;188;210;Prov3883;x
3884;150;1;51;Prov3884;x
3885;7;147;72;Prov3885;x
3886;243;93;154;Prov3886;x
3887;100;183;183;Prov3887;x
3888;239;244;208;Prov3888;x
3889;189;190;43;Prov3889;x
3890;94;52;221;Prov3890;x
3891;201;248;209;Prov3891;x
3892;255;237;2;Prov3892;x
3893;60;218;92;Prov3893;x
3894;151;65;153;Prov3894;x
3895;212;51;170;Prov3895;x
3896;174;250;120;Prov3896;x
3897;216;44;177;Prov3897;x
3898;105;124;94;Prov3898;x
3899;123;193;177;Prov3899;x
3900;11;142;109;Prov3900;x
3901;57;54;93;Prov3901;x
3902;234;15;140;Prov3902;x
3903;88;112;238;Prov3903;x
3904;177;173;240;Prov3904;x
3905;19;183;198;Prov3905;x
3906;140;38;247;Prov3906;x
3907;137;123;29;Prov3907;x
3908;101;242;173;Prov3908;x
3909;76;196;207;Prov3909;x
3910;188;184;240;Prov3910;x
3911;182;30;180;Prov3911;x
3912;108;43;205;Prov3912;x
3913;188;59;131;Prov3913;x
3914;21;219;208;Prov3914;x
3915;80;118;222;Prov3915;x
3916;98;148;128;Prov3916;x
3917;94;61;230;Prov3917;x
3918;248;181;56;Prov3918;x
3919;247;71;52;Prov3919;x
3920;52;91;244;Prov3920;x
3921;120;202;46;Prov3921;x
3922;112;237;140;Prov3922;x
3923;180;114;27;Prov3923;x
3924;158;1;118;Prov3924;x
3925;153;181;226;Prov3925;x
3926;33;24;148;Prov3926;x
3927;230;91;83;Prov3927;x
3928;89;190;176;Prov3928;x
3929;228;19;85;Prov3929;x
3930;78;229;132;Prov3930;x
3931;151;220;35;Prov3931;x
3932;203;73;70;Prov3932;x
3933;3;129;71;Prov3933;x
3934;164;177;217;Prov3934;x
3935;58;227;169;Prov3935;x
3936;97;105;22;Prov3936;x
3937;244;56;40;Prov3937;x
3938;202;208;146;Prov3938;x
3939;140;46;30;Prov3939;x
3940;182;10;252;Prov3940;x
3941;65;89;206;Prov3941;x
3942;151;13;178;Prov3942;x
3943;7;134;33;Prov3943;x
3944;152;67;167;Prov3944;x
3945;151;230;185;Prov3945;x
3946;83;135;152;Prov3946;x
3947;18;69;240;Prov3947;x
3948;181;175;212;Prov3948;x
3949;99;104;11;Prov3949;x
3950;55;128;27;Prov3950;x
3951;213;157;103;Prov3951;x
3952;70;115;82;Prov3952;x
3953;146;13;147;Prov3953;x
3954;151;56;119;Prov3954;x
3955;239;168;188;Prov3955;x
3956;255;85;155;Prov3956;x
3957;72;102;240;Prov3957;x
3958;7;250;157;Prov3958;x
3959;55;218;221;Prov3959;x
3960;240;52;69;Prov3960;x
3961;181;115;231;Prov3961;x
3962;52;45;46;Prov3962;x
3963;101;99;244;Prov3963;x
3964;222;83;194;Prov3964;x
3965;249;67;37;Prov3965;x
3966;210;26;242;Prov3966;x
3967;4;182;166;Prov3967;x
3968;214;17;35;Prov3968;x
3969;1;116;178;Prov3969;x
3970;80;73;94;Prov3970;x
3971;144;229;1;Prov3971;x
3972;88;251;53;Prov3972;x
3973;29;187;220;Prov3973;x
3974;7;73;212;Prov3974;x
3975;82;13;12;Prov3975;x
3976;13;231;192;Prov3976;x
3977;48;186;107;Prov3977;x
3978;175;134;63;Prov3978;x
3979;237;116;195;Prov3979;x
3980;67;17;162;Prov3980;x
3981;42;166;166;Prov3981;x
3982;63;47;102;Prov3982;x
3983;169;49;170;Prov3983;x
3984;96;78;207;Prov3984;x
3985;18;139;171;Prov3985;x
3986;91;150;234;Prov3986;x
3987;54;145;253;Prov3987;x
3988;81;129;162;Prov3988;x
3989;122;153;213;Prov3989;x
3990;2;16;161;Prov3990;x
3991;197;222;227;Prov3991;x
3992;160;9;80;Prov3992;x
3993;8;103;205;Prov3993;x
3994;203;19;41;Prov3994;x
3995;119;82;75;Prov3995;x
3996;208;222;216;Prov3996;x
3997;83;112;99;Prov3997;x
3998;239;44;34;Prov3998;x
3999;102;235;247;Prov3999;x
4000;141;10;221;Prov4000;x
4001;116;33;143;Prov4001;x
4002;118;232;161;Prov4002;x
4003;164;62;250;Prov4003;x
4004;7;3;125;Prov4004;x
4005;149;228;113;Prov4005;x
4006;151;235;237;Prov4006;x
4007;146;90;85;Prov4007;x
4008;81;147;28;Prov4008;x
4009;156;33;77;Prov4009;x
4010;74;69;116;Prov4010;x
4011;87;36;224;Prov4011;x
4012;193;142;35;Prov4012;x
4013;245;111;149;Prov4013;x
4014;100;10;131;Prov4014;x
4015;226;232;22;Prov4015;x
4016;77;244;22;Prov4016;x
4017;46;212;131;Prov4017;x
4018;75;142;76;Prov4018;x
4019;152;34;8;Prov4019;x
4020;171;83;138;Prov4020;x
4021;175;159;48;Prov4021;x
4022;110;74;236;Prov4022;x
4023;120;51;200;Prov4023;x
4024;72;58;45;Prov4024;x
4025;146;114;85;Prov4025;x
4026;207;24;175;Prov4026;x
4027;40;26;163;Prov4027;x
4028;126;131;13;Prov4028;x
4029;190;233;109;Prov4029;x
4030;222;204;204;Prov4030;x
4031;250;249;119;Prov4031;x
4032;2;143;30;Prov4032;x
4033;211;183;26;Prov4033;x
4034;190;114;13;Prov4034;x
4035;180;184;241;Prov4035;x
4036;148;68;146;Prov4036;x
4037;192;99;82;Prov4037;x
4038;227;249;78;Prov4038;x
4039;231;25;167;Prov4039;x
4040;214;129;255;Prov4040;x
4041;130;221;207;Prov4041;x
4042;190;123;43;Prov4042;x
4043;173;172;127;Prov4043;x
4044;253;204;59;Prov4044;x
4045;58;235;119;Prov4045;x
4046;253;19;82;Prov4046;x
4047;91;51;130;Prov4047;x
4048;235;100;56;Prov4048;x
4049;179;89;251;Prov4049;x
4050;75;128;112;Prov4050;x
4051;3;25;21;Prov4051;x
4052;255;11;78;Prov4052;x
4053;95;43;251;Prov4053;x
4054;131;235;202;Prov4054;x
4055;50;238;113;Prov4055;x
4056;229;182;14;Prov4056;x
4057;74;236;162;Prov4057;x
4058;108;226;254;Prov4058;x
4059;118;118;239;Prov4059;x
4060;229;128;15;Prov4060;x
4061;199;19;244;Prov4061;x
4062;236;154;45;Prov4062;x
4063;230;9;47;Prov4063;x
4064;227;252;234;Prov4064;x
4065;159;173;70;Prov4065;x
4066;119;49;42;Prov4066;x
4067;144;133;135;Prov4067;x
4068;73;62;9;Prov4068;x
4069;213;150;108;Prov4069;x
4070;46;254;49;Prov4070;x
4071;175;204;166;Prov4071;x
4072;77;15;82;Prov4072;x
4073;226;19;17;Prov4073;x
4074;6;154;7;Prov4074;x
4075;129;217;152;Prov4075;x
4076;37;254;74;Prov4076;x
4077;37;79;254;Prov4077;x
4078;129;194;155;Prov4078;x
4079;181;34;67;Prov4079;x
4080;234;183;96;Prov4080;x
4081;71;200;28;Prov4081;x
4082;2;176;109;Prov4082;x
4083;90;88;107;Prov4083;x
4084;18;248;99;Prov4084;x
4085;177;95;193;Prov4085;x
4086;136;194;242;Prov4086;x
4087;20;28;212;Prov4087;x
4088;221;58;79;Prov4088;x
4089;255;148;5;Prov4089;x
4090;218;240;241;Prov4090;x
4091;73;29;81;Prov4091;x
4092;104;12;93;Prov4092;x
4093;14;68;98;Prov4093;x
4094;211;132;115;Prov4094;x
4095;193;27;38;Prov4095;x
4096;6;231;11;Prov4096;x
4097;76;78;5;Prov4097;x
4098;124;102;249;Prov4098;x
4099;96;209;150;Prov4099;x
4100;48;12;242;Prov4100;x
4101;13;62;203;Prov4101;x
4102;197;66;28;Prov4102;x
4103;143;191;250;Prov4103;x
4104;69;48;149;Prov4104;x
4105;25;25;79;Prov4105;x
4106;255;53;234;Prov4106;x
4107;207;25;248;Prov4107;x
4108;59;134;253;Prov4108;x
4109;116;152;205;Prov4109;x
4110;150;182;216;Prov4110;x
4111;107;32;167;Prov4111;x
4112;191;53;141;Prov4112;x
4113;67;211;32;Prov4113;x
4114;33;71;83;Prov4114;x
4115;80;183;68;Prov4115;x
4116;12;121;61;Prov4116;x
4117;207;82;203;Prov4117;x
4118;124;40;118;Prov4118;x
4119;176;32;148;Prov4119;x
4120;129;175;205;Prov4120;x
4121;45;196;31;Prov4121;x
4122;113;214;227;Prov4122;x
4123;46;195;72;Prov4123;x
4124;70;137;240;Prov4124;x
4125;40;141;208;Prov4125;x
4126;116;217;85;Prov4126;x
4127;190;67;145;Prov4127;x
4128;83;72;70;Prov4128;x
4129;45;124;221;Prov4129;x
4130;205;83;33;Prov4130;x
4131;128;167;92;Prov4131;x
4132;71;215;38;Prov4132;x
4133;188;191;86;Prov4133;x
4134;24;98;159;Prov4134;x
4135;130;4;43;Prov4135;x
4136;119;161;218;Prov4136;x
4137;201;253;82;Prov4137;x
4138;214;227;184;Prov4138;x
4139;142;165;241;Prov4139;x
4140;143;138;221;Prov4140;x
4141;239;130;79;Prov4141;x
4142;77;69;156;Prov4142;x
4143;8;84;154;Prov4143;x
4144;222;224;133;Prov4144;x
4145;226;235;54;Prov4145;x
4146;138;135;21;Prov4146;x
4147;38;123;87;Prov4147;x
4148;112;227;252;Prov4148;x
4149;76;145;34;Prov4149;x
4150;2;250;26;Prov4150;x
4151;184;95;11;Prov4151;x
4152;23;156;133;Prov4152;x
4153;103;231;39;Prov4153;x
4154;9;121;45;Prov4154;x
4155;226;218;130;Prov4155;x
4156;107;109;105;Prov4156;x
4157;87;80;19;Prov4157;x
4158;118;84;136;Prov4158;x
4159;88;135;96;Prov4159;x
4160;122;112;14;Prov4160;x
4161;17;70;208;Prov4161;x
4162;23;17;206;Prov4162;x
4163;192;26;176;Prov4163;x
4164;210;104;75;Prov4164;x
4165;112;210;164;Prov4165;x
4166;163;253;143;Prov4166;x
4167;26;224;154;Prov4167;x
4168;165;126;221;Prov4168;x
4169;132;114;36;Prov4169;x
4170;59;48;164;Prov4170;x
4171;74;55;215;Prov4171;x
4172;166;14;172;Prov4172;x
4173;242;231;55;Prov4173;x
4174;111;167;213;Prov4174;x
4175;240;175;48;Prov4175;x
4176;151;19;163;Prov4176;x
4177;162;104;29;Prov4177;x
4178;78;29;229;Prov4178;x
4179;21;157;176;Prov4179;x
4180;67;153;164;Prov4180;x
4181;72;153;10;Prov4181;x
4182;103;216;44;Prov4182;x
4183;54;190;243;Prov4183;x
4184;137;112;186;Prov4184;x
4185;30;26;88;Prov4185;x
4186;2;133;15;Prov4186;x
4187;189;11;160;Prov4187;x
4188;83;70;131;Prov4188;x
4189;183;229;75;Prov4189;x
4190;25;175;83;Prov4190;x
4191;207;39;124;Prov4191;x
4192;244;188;193;Prov4192;x
4193;211;18;33;Prov4193;x
4194;220;64;38;Prov4194;x
4195;119;196;235;Prov4195;x
4196;147;181;35;Prov4196;x
4197;11;122;28;Prov4197;x
4198;112;6;26;Prov4198;x
4199;5;25;196;Prov4199;x
4200;182;184;162;Prov4200;x
4201;239;84;65;Prov4201;x
4202;137;101;163;Prov4202;x
4203;218;194;195;Prov4203;x
4204;40;49;122;Prov4204;x
4205;75;168;68;Prov4205;x
4206;204;51;236;Prov4206;x
4207;171;3;252;Prov4207;x
4208;97;14;166;Prov4208;x
4209;43;151;199;Prov4209;x
4210;72;77;96;Prov4210;x
4211;20;170;15;Prov4211;x
4212;141;219;109;Prov4212;x
4213;4;173;139;Prov4213;x
4214;56;135;212;Prov4214;x
4215;4;158;60;Prov4215;x
4216;119;5;114;Prov4216;x
4217;198;148;88;Prov4217;x
4218;112;204;120;Prov4218;x
4219;92;149;99;Prov4219;x
4220;229;113;4;Prov4220;x
4221;107;28;55;Prov4221;x
4222;200;206;196;Prov4222;x
4223;255;46;47;Prov4223;x
4224;53;251;225;Prov4224;x
4225;248;181;192;Prov4225;x
4226;44;34;188;Prov4226;x
4227;53;55;233;Prov4227;x
